Name,Chromosome,Region,M1,M2,F1,F2,F3
LOC114704440,NC_051063.1,complement(77111364..77111532),0,0,0,0,0
Fbrs,NC_051063.1,complement(77125973..77139493),24.85514286,20.64760121,23.03877522,27.41758144,23.72599455
Prr14,NC_051063.1,complement(77141192..77146486),14.88429431,14.86907926,17.74577857,23.37334615,17.06941304
LOC114704370,NC_051063.1,77167863..77174921,4.41919364,3.757115154,5.756115704,5.934302116,4.924846716
Znf688,NC_051063.1,77193071..77195709,13.11521878,10.36110147,12.40791946,15.41148842,13.2592543
LOC114704373,NC_051063.1,complement(77225181..77234091),0.204545211,0.133813035,0,0,0
Znf764,NC_051063.1,77236231..77239013,2.727176594,1.94320591,2.957706758,3.032121245,2.516620631
Znf768,NC_051063.1,77257760..77260356,20.21453142,16.65322565,17.80240761,17.2570194,19.1684912
Itgal,NC_051063.1,complement(77268812..77309583),0.067879245,0.033304841,0.02384053,0.022440681,0.06705169
LOC119087534,NC_051063.1,77312113..77313139,0,0,0,0,0
LOC119088925,NC_051063.1,complement(77331309..77339656),0.249637122,0.204140081,0.093522646,0.476835997,0.131516613
Sephs2,NC_051063.1,77343521..77345730,29.39708043,34.0188761,30.95809044,31.55036905,30.40014781
Dctpp1,NC_051063.1,77361675..77364670,24.48863944,38.9168487,25.90923909,14.2931564,29.71312992
Znf771,NC_051063.1,complement(77366960..77377327),7.196279739,7.135398755,8.64512659,14.12541279,7.85155444
Znf48,NC_051063.1,complement(77382078..77388152),14.20712596,13.79516808,14.34835765,14.31220743,13.06561094
Tbc1d10b,NC_051063.1,77405530..77432697,42.46826264,43.88942832,48.20430935,51.62623354,42.83161663
Septin1,NC_051063.1,77408218..77415516,0.244445845,0.913805387,1.072768688,0.815827344,0.62551105
Mylpf,NC_051063.1,complement(77415658..77418535),0.152592904,4.492167638,0.514498916,0.269049443,3.001252643
Cd2bp2,NC_051063.1,77434275..77438412,71.90523628,71.26537764,67.68865337,71.59300696,68.10001811
LOC114704443,NC_051063.1,77467060..77467185,0,0,0,0,0
Spn,NC_051063.1,77483638..77487694,0.244192864,0.173346226,0.735757211,0.103058874,0.432477629
Qprt,NC_051063.1,77504852..77519860,0.525867682,0.217276737,0.108872901,0.073200138,0.772805492
LOC119088934,NC_051063.1,complement(77505851..77508340),0,0,0,0,0
C1H16orf54,NC_051063.1,complement(77535416..77538374),0,0,0,0,0.020753108
Zg16,NC_051063.1,77584724..77586953,0,0,0.029770944,0,0.111641373
Kif22,NC_051063.1,77591531..77605280,35.49085301,42.35866394,68.79692963,68.18254023,77.6032139
Maz,NC_051063.1,77605965..77611475,60.59655106,58.73638055,78.62862445,74.70137459,73.67648648
Prrt2,NC_051063.1,77611793..77615413,1.519347088,4.395939022,8.133099984,0.507469998,5.03369096
Pagr1,NC_051063.1,77615608..77617924,44.1990315,46.62158605,55.97557653,62.51804497,50.21892803
LOC114704354,NC_051063.1,77618187..77645791,106.3866944,141.4154056,94.67868944,189.230359,104.2635513
Cdipt,NC_051063.1,complement(77652966..77657330),116.016689,106.4281114,133.5697819,192.7060888,129.9067837
LOC114704353,NC_051063.1,77657419..77661128,4.151027578,1.533705506,1.851030664,3.177998783,2.921756747
Sez6l2,NC_051063.1,complement(77663146..77683055),28.24170332,25.08399697,36.5584053,56.15629455,56.23992212
Asphd1,NC_051063.1,77684371..77687445,0.971740376,0.870646924,1.155454611,1.489876151,1.929060977
Kctd13,NC_051063.1,complement(77687564..77704631),4.921703901,4.079843072,5.051614897,5.364232553,5.694923494
Tmem219,NC_051063.1,77718812..77746417,28.4338083,25.6183224,25.96550263,24.59848256,23.62152817
Taok2,NC_051063.1,77746340..77767345,34.81464933,27.71274848,32.57953711,37.09397236,31.1348696
Hirip3,NC_051063.1,complement(77767965..77770978),36.29628071,44.00810662,48.22751056,43.28257428,42.85952183
Ino80e,NC_051063.1,77770281..77781209,24.99959904,20.38363683,26.78392151,28.0697218,21.65598693
Doc2a,NC_051063.1,complement(77780933..77786369),5.972965871,4.70277807,5.787840994,6.700291705,5.076478862
C1H16orf92,NC_051063.1,77784476..77795007,0,0,0,0,0
Tlcd3b,NC_051063.1,complement(77794999..77805789),0.087328663,0.042847667,0.073611717,0.043305904,0.02300373
LOC114704338,NC_051063.1,77818256..77829798,3.783289894,3.171728469,4.51989702,4.234804709,4.237416115
Aldoa,NC_051063.1,77829414..77832379,982.2986267,881.0986595,845.2785606,1049.605154,869.4423776
Ppp4c,NC_051063.1,77835680..77841979,97.31432528,90.83155385,91.58577808,110.552769,100.7146177
Tbx6,NC_051063.1,complement(77842312..77847063),0.260761279,0.321682991,0.343311055,0.384236564,0.211953342
Ypel3,NC_051063.1,complement(77847171..77850843),39.93105386,30.35369493,26.91829007,37.34751278,27.9658752
Gdpd3,NC_051063.1,complement(77852188..77862129),0.289333998,0.416419686,0.260146704,0.331596994,0.172754186
Mapk3,NC_051063.1,complement(77862219..77903474),171.8534478,188.9646959,187.8943914,215.3093971,172.8900412
LOC119088989,NC_051063.1,77910412..77917464,0,0,0,0,0
Coro1a,NC_051063.1,77924726..77929869,0.334514078,0.203746083,0.388925598,0.274566742,0.38892676
Bola2b,NC_051063.1,complement(77932775..77933614),66.68526554,68.10275979,76.34296561,56.48073645,69.8550032
Slx1a,NC_051063.1,77933756..77937040,10.5785624,8.554300558,10.71529289,8.915769532,9.185135944
LOC114704327,NC_051063.1,77946550..77950876,0.216029644,0.099759618,0.157103545,0,0
LOC114686675,NC_051063.1,77993927..77997666,0.031481444,0.015446319,0,0,0
LOC114686663,NC_051063.1,complement(77997757..78023211),5.757695619,4.212725285,5.52502592,6.100032974,5.836062578
LOC114686667,NC_051063.1,78025112..78029072,0.062807807,0,0,0,0
LOC114686666,NC_051063.1,complement(78029234..78057364),11.91646464,11.98127405,11.55166307,13.95660628,13.1737323
LOC114686679,NC_051063.1,complement(78061465..78061571),0,0,0,0,0
Nupr1,NC_051063.1,78086562..78088769,168.6266353,66.47475151,154.3939427,205.3978768,175.6039046
Il27,NC_051063.1,78121791..78130719,0,0,0,0,0
Apobr,NC_051063.1,complement(78130725..78134941),0.020547921,0,0.011546936,0.013586166,0.075776994
Cln3,NC_051063.1,78136583..78149482,21.96086901,21.85556441,14.73139513,18.29341603,18.62079172
LOC114686662,NC_051063.1,78163501..78185472,281.3945547,299.2149959,272.4727048,274.4056813,273.2333394
Tufm,NC_051063.1,complement(78252699..78256063),23.08690037,22.84233265,22.74342861,27.17557269,22.50461416
Atxn2l,NC_051063.1,78266821..78279249,59.64689816,57.59981539,63.22461864,73.88271384,62.74384424
Sh2b1,NC_051063.1,78306632..78315811,15.86328489,13.24392847,14.25213776,17.52684432,14.54105078
Atp2a1,NC_051063.1,78319765..78337485,0.022180316,0.125151463,0.024928526,0.029330992,0.040898485
Rabep2,NC_051063.1,complement(78337439..78361868),15.33273006,12.85430009,15.38484887,20.13724514,12.09766177
Cd19,NC_051063.1,78411494..78417739,0.036480643,0.053697505,0.092251594,0.217087104,0.01921914
LOC114700307,NC_051063.1,78428680..78451113,7.248653051,8.775812338,9.481567464,13.43057948,11.49420545
Spns1,NC_051063.1,78457182..78465085,33.31475631,30.31702708,39.54815372,32.72300126,32.2328895
Lat,NC_051063.1,78465343..78470930,2.481142301,0.594122399,1.33424093,0.204083439,0.525358936
LOC114700326,NC_051063.1,complement(78487264..78487330),0,0,0,0,0
Sbk1,NC_051063.1,complement(78556006..78604786),2.505649195,2.3753753,3.007170219,1.387931195,1.705556575
LOC114700304,NC_051063.1,78604319..78612694,0,0,0,0,0
Xpo6,NC_051063.1,78652879..78767653,39.54218271,46.15326921,43.98245544,51.23175225,43.67572068
LOC114700300,NC_051063.1,78788637..78907794,0.022342263,0,0.01255527,0,0
LOC119089011,NC_051063.1,complement(78843160..78858285),0,0,0,0,0
LOC119089008,NC_051063.1,complement(78911738..78916653),18.58347211,19.87833964,20.58172241,22.88201455,21.13678663
LOC114692232,NC_051063.1,78921813..79001879,0.148159927,0.012115738,0.29834368,0.016327081,0.039027633
Katnip,NC_051063.1,complement(79005915..79180327),8.63002878,9.647750933,8.524469422,11.41684222,8.782103249
LOC119089012,NC_051063.1,79101097..79104271,0.04569887,0,0.20544441,0.060431655,0.096302355
Gtf3c1,NC_051063.1,79180475..79249809,35.44148723,33.83487507,30.33266772,41.91798034,38.58188283
Il21r,NC_051063.1,complement(79255259..79286667),0,0.021479002,0.04920085,0,0.034594451
Il4r,NC_051063.1,complement(79325490..79353142),8.13632348,8.11000136,7.403190413,18.18782896,5.481058341
Nsmce1,NC_051063.1,79412163..79442374,39.85418781,44.6957545,44.4387156,45.98488649,46.99752905
Kdm8,NC_051063.1,complement(79442526..79461578),6.85226458,6.183706204,8.558944262,8.457958267,6.59827607
LOC114692248,NC_051063.1,79603196..79603353,0,0,0,0,0
LOC114700325,NC_051063.1,complement(80317226..80317330),0,0,0,0,0
Hs3st4,NC_051063.1,complement(80383422..80795164),0.027448837,0.141411138,0.04627475,0.054447035,0.375983467
Zkscan2,NC_051063.1,81208959..81232466,1.288774413,1.400742255,0.892298755,1.319543317,1.435283642
Aqp8,NC_051063.1,complement(81235773..81241605),0,0,0,0,0
Lcmt1,NC_051063.1,complement(81288178..81352894),34.08745947,30.3450328,31.53071299,33.11959079,34.1386183
LOC114692245,NC_051063.1,81347856..81347959,0,0,0,0,0
Arhgap17,NC_051063.1,81366436..81454699,34.34560232,31.45011644,39.2254543,57.18554743,41.22787725
Slc5a11,NC_051063.1,complement(81464878..81519410),0,0,0,0.020151911,0
Tnrc6a,NC_051063.1,complement(81542638..81718543),20.20744242,19.86308565,22.72082462,21.03876361,21.43157201
Rbbp6,NC_051063.1,complement(81747434..81780830),24.32860272,23.327248,23.81166661,24.96626841,26.14815028
Cacng3,NC_051063.1,complement(81975253..82071774),0,0,0,0,0
Prkcb,NC_051063.1,complement(82108708..82442614),0.051578768,0.048505158,0.437186928,0.11652057,0.330608506
LOC119089039,NC_051063.1,82468791..82484415,0,0,0,0,0
Chp2,NC_051063.1,complement(82515930..82518813),0.037536756,0,0,0.04963817,0
Ern2,NC_051063.1,82543955..82561917,0,0,0.028291703,0,0.026523551
Plk1,NC_051063.1,complement(82561860..82573404),23.48248481,26.70115293,50.94480722,48.68342329,55.75982372
Dctn5,NC_051063.1,complement(82580759..82598093),81.98257412,79.61569403,66.82715397,80.90964937,74.25864211
Palb2,NC_051063.1,82598352..82629518,4.302196099,6.029564379,7.125321635,7.797309808,6.813497927
Ndufab1,NC_051063.1,82635595..82647398,139.6211745,159.7676605,177.2229877,168.6173073,184.870028
Ubfd1,NC_051063.1,complement(82655179..82670186),34.48446313,24.16845881,28.74657435,30.50369317,28.78192739
Ears2,NC_051063.1,82670306..82693807,8.607224575,6.097915809,6.408540568,8.386805918,6.215555809
Gga2,NC_051063.1,82709967..82743717,98.40890198,69.52603459,74.87595431,68.01974822,70.26727224
Cog7,NC_051063.1,82750337..82821052,21.80425569,18.14192633,23.74343165,21.43044848,21.08987929
Scnn1b,NC_051063.1,complement(82826693..82888425),0.029988204,0,0,0.039656053,0
LOC114692192,NC_051063.1,82895724..82922410,0,0,0,0,0
Scnn1g,NC_051063.1,complement(82970528..83004880),0,0,0,0,0
Usp31,NC_051063.1,83029906..83081764,3.73170288,5.656339924,5.631624089,6.829356075,5.078774798
Hs3st2,NC_051063.1,complement(83223324..83329361),0.363688092,0.19690259,0.028189667,0.13267225,0.30392076
LOC119087540,NC_051063.1,complement(83519011..83520371),0,0,0,0,0
Otoa,NC_051063.1,complement(83559939..83645422),0,0,0,0,9.75E-03
Mettl9,NC_051063.1,complement(83651269..83698018),94.83459798,96.55066642,100.0629187,90.75669842,108.9762478
Igsf6,NC_051063.1,83653454..83663691,0,0.025655883,0.088152924,0.069147362,0.110191485
LOC114692251,NC_051063.1,83704269..83704375,0,0,0,0,0
LOC114692240,NC_051063.1,complement(83709890..83741898),7.93E-03,0,0.035631366,0,0.016702253
Cdr2,NC_051063.1,83748727..83775137,41.30318383,26.84653603,38.33539467,37.59506975,37.31464744
Polr3e,NC_051063.1,complement(83783995..83811978),16.90114269,14.94540628,14.23292497,15.38739594,14.0653569
Trnal-aag_1,NC_051063.1,complement(83812180..83812261),0,0,0,0,0
Eef2k,NC_051063.1,complement(83825093..83884709),20.5698322,23.78665471,16.36201028,14.11670215,20.70857094
LOC114692246,NC_051063.1,complement(83870752..83870809),0,0,0,0,0
Trnal-uag_1,NC_051063.1,83892765..83892846,0,0,0,0,0
Sdr42e2,NC_051063.1,complement(83896003..83913935),0,0,0.023685533,0,0
Vwa3a,NC_051063.1,complement(83921542..83992049),0.01989767,0.019525519,0.014908702,0.061395711,0.0279539
Mosmo,NC_051063.1,complement(83995150..84062614),13.31930874,14.232146,14.21951876,13.38553791,15.03972666
LOC114692247,NC_051063.1,84047010..84047112,0,0,0,0,0
Pdzd9,NC_051063.1,84068904..84082277,2.165091765,2.643943586,2.784837739,2.210943412,2.395339374
LOC114692176,NC_051063.1,complement(84082377..84113834),202.1263701,200.671712,192.3438942,187.8024535,202.2668047
LOC114692249,NC_051063.1,84100179..84100285,0,0,0,0,0
LOC114692230,NC_051063.1,complement(84173613..84299861),0,0,0,0,0
LOC114692175,NC_051063.1,complement(84181586..84181939),0,0,0.182157808,0,0
LOC114692174,NC_051063.1,complement(84311428..84398891),0,0,0,0,0
LOC114692172,NC_051063.1,complement(84403417..84506066),0,0.033429423,0.030630027,0,0
Crym,NC_051063.1,84507901..84521710,1.496863722,3.294256268,5.912654211,1.17228686,3.659690723
Anks4b,NC_051063.1,complement(84523100..84534805),0,0.011556206,0.026471209,0,0
Zp2,NC_051063.1,84553886..84566155,0,0,0,0,0
Tmem159,NC_051063.1,complement(84578193..84593686),25.30892101,21.23899378,22.63037819,30.27697409,29.1780186
Dnah3,NC_051063.1,84599720..84764539,5.20E-03,0,2.92E-03,6.87E-03,0.013693441
Lyrm1,NC_051063.1,complement(84766531..84789637),6.526954449,6.939528425,6.598348891,6.425588969,5.916505937
Dcun1d3,NC_051063.1,84789120..84834673,28.04699264,33.78235137,28.82900736,33.8276107,28.7093453
LOC119089096,NC_051063.1,complement(84814666..84825731),0.067282242,0.033011923,0.03780936,0.044486627,0
Rexo5,NC_051063.1,complement(84838030..84876086),0.276344963,0.402089168,0.353424268,0.655263417,0.622510513
Eri2,NC_051063.1,84884847..84894215,6.286266012,6.477780065,6.810868201,6.353461242,7.838941315
Acsm3,NC_051063.1,complement(84893111..84926215),0.0129881,0,0,0,0.013685072
Thumpd1,NC_051063.1,84936886..84943103,34.86578301,30.72642664,30.70224643,33.02133499,35.200406
Acsm4,NC_051063.1,complement(84943356..84968977),0,0.01595857,0,0.150539569,0
Acsm1,NC_051063.1,complement(84996943..85035581),0,0,0,0,0
LOC114692158,NC_051063.1,complement(85040962..85074929),0,0,0,0,0
Acsm5,NC_051063.1,complement(85106851..85135016),0,0,0,0,0
Pdilt,NC_051063.1,85137471..85178855,0,0,0,0,0
Umod,NC_051063.1,85185894..85199707,0,0,0,0,0
Gp2,NC_051063.1,85199795..85218763,0,4.17E-03,0,0,0
LOC119087541,NC_051063.1,85247384..85250686,0,0,0,0,0
Gpr139,NC_051063.1,85481187..85526203,3.81E-03,0,0,0,0
Gprc5b,NC_051063.1,85663888..85687352,15.05099313,23.28863363,16.23717831,44.78369875,12.65555397
Iqck,NC_051063.1,complement(85687265..85809232),3.057013909,1.560891229,1.466494637,3.450965568,1.728373842
Knop1,NC_051063.1,85809190..85824990,20.45056125,27.93561381,20.76511942,25.66541347,20.57509938
Vps35l,NC_051063.1,complement(85829895..85935838),51.46707242,46.001403,48.17759966,51.77315343,46.82274454
Ccp110,NC_051063.1,complement(85939780..85965123),6.369720563,10.79399788,13.94906275,6.77101276,11.57750115
Gde1,NC_051063.1,85970662..85989694,27.5767835,30.41323832,30.90411321,37.63753951,32.22710844
Tmc5,NC_051063.1,complement(86005926..86088061),9.38E-03,0,0,0,0
Tmc7,NC_051063.1,86109616..86158300,0.28831624,0.130580211,0.149556701,0.048880262,0.140209826
Coq7,NC_051063.1,86164055..86172041,27.7356441,29.84518536,29.62973851,29.97410093,36.10435471
Itpripl2,NC_051063.1,86211881..86217987,70.82223035,83.26500752,84.77827826,78.124786,80.67436468
Syt17,NC_051063.1,86262527..86334582,0.236376123,0.203839351,0.07245378,0.018944305,0.166040408
Clec19a,NC_051063.1,86356522..86364702,0.026710862,0,0,0,0
LOC119087547,NC_051063.1,complement(86393557..86395103),0.037908776,0,0,0,0
LOC119087552,NC_051063.1,86395338..86398849,0,0,0,0,0
LOC114692243,NC_051063.1,complement(86442696..86442801),0,0,0,0,0
Smg1,NC_051063.1,86484081..86589321,23.74329783,23.51359419,26.83827558,29.87552089,27.05672689
Trnaa-agc_5,NC_051063.1,complement(86524908..86524982),0,0,0,0,0
Arl6ip1,NC_051063.1,86591109..86601308,87.09289644,85.5964516,118.4985833,151.4701519,130.4474537
Rps15a,NC_051063.1,86604677..86610247,1463.255192,1484.592301,1325.832746,1177.160441,1185.125482
Xylt1,NC_051063.1,complement(87024643..87321153),16.07907505,29.31690879,11.92874485,20.50691001,15.23411091
LOC119089145,NC_051063.1,complement(87469563..87526010),0,0,0,0,0
LOC114703719,NC_051063.1,87886093..87886195,0,0,0,0,0
LOC114703717,NC_051063.1,87932967..87933129,0,0,0,0,0
LOC119087556,NC_051063.1,complement(87934164..87952584),0,0,0,0,0
LOC114703711,NC_051063.1,complement(87982761..88004758),0.205783212,1.022292891,0,3.758731091,1.436472348
LOC119089148,NC_051063.1,88000487..88025682,0.239728127,0.078414811,0.089810396,4.473415394,0.252592493
Nucb2,NC_051063.1,complement(88036739..88070047),112.9246583,96.67317543,87.67308225,94.04163175,102.8944993
LOC119089149,NC_051063.1,88037311..88038413,0.054642792,0.107241589,0,0,0
Pik3c2a,NC_051063.1,88133321..88249941,31.07661617,35.94692911,29.91142917,73.43038802,42.90053787
Rps13,NC_051063.1,88253784..88256335,1231.883404,1227.412915,1217.312058,921.4225964,1177.717864
LOC114703718,NC_051063.1,88254735..88254823,0,0,0,0,0
Plekha7,NC_051063.1,88288552..88476480,1.719473014,0.54792324,1.250943743,18.40564536,6.15603307
LOC114703720,NC_051063.1,complement(88379796..88379907),0,0,0,0,0
C1H11orf58,NC_051063.1,complement(88501372..88560494),134.2225677,125.8450261,107.1257191,116.9373128,130.3217088
LOC114703704,NC_051063.1,88548692..88549457,7.065755306,7.350108928,1.290799718,0.924462317,1.394278317
Sox6,NC_051063.1,88560531..89121027,5.645013538,1.981988566,1.650084153,0.971523407,3.523009439
LOC114703701,NC_051063.1,complement(90075199..90096399),0.031266993,0,0.03514107,0,0
Insc,NC_051063.1,complement(90236796..90347434),0.426755691,0.597140668,0.657273547,0.020901362,0.424675477
LOC114697570,NC_051063.1,complement(90369400..90374575),0,0,0,0,0
LOC114697567,NC_051063.1,90452023..90456955,0.02467739,0,0,0,0.052003272
LOC114697605,NC_051063.1,90517449..90530468,1.3610957,1.298365154,1.572430098,0.661357552,1.26737533
Pde3b,NC_051063.1,complement(90543940..90688026),0.275696946,0.876316027,1.81872384,1.612863303,0.353641803
Trnak-cuu_2,NC_051063.1,90791988..90792060,0,0,0,0,0
Psma1,NC_051063.1,90823013..90835490,164.5762969,174.0252664,168.9805185,186.0938701,176.0478914
Copb1,NC_051063.1,90840647..90883074,180.8887522,149.022785,160.1077816,149.6544952,165.6416243
Rras2,NC_051063.1,90977780..91053032,68.97163769,75.63360345,74.33166149,162.6693575,91.09356867
Spon1,NC_051063.1,complement(91062045..91348416),7.967251041,0.618267808,1.230416411,0.295451491,0.574405296
Far1,NC_051063.1,complement(91537644..91595834),56.31732935,56.00101647,63.89384951,62.03328163,60.94234329
Pth,NC_051063.1,91711708..91714531,0,0,0,0,0
Btbd10,NC_051063.1,91729177..91788903,19.41308292,18.21726478,19.85205788,24.94429532,22.27071086
Arntl,NC_051063.1,complement(91790029..91895933),7.685190249,11.46761289,7.931910898,9.542176877,10.84830518
LOC119087565,NC_051063.1,complement(91967390..91968233),0,0,0,0,0
Rassf10,NC_051063.1,complement(92154421..92156741),0.016479946,0,0,0,0.052092894
Tead1,NC_051063.1,complement(92209852..92439711),78.14838599,100.1339608,91.10073457,117.9725072,112.7059151
Parva,NC_051063.1,complement(92523444..92678697),279.8290852,313.3319479,270.6372806,372.9395084,324.4693259
Micalcl,NC_051063.1,complement(92692590..92754349),1.174135745,1.094853428,1.313049565,1.738056116,1.538734556
Mical2,NC_051063.1,complement(92750529..92879586),69.0414027,102.2766738,95.32282579,74.40231865,120.3441077
LOC114697589,NC_051063.1,complement(92919891..92922039),0,0.209592683,0.190040859,2.553778754,0
Dkk3,NC_051063.1,92952763..92993589,191.7754688,432.1414639,196.2060329,276.8753134,320.4231006
Usp47,NC_051063.1,complement(92999386..93090262),69.1318102,70.52129602,71.18846769,68.64668835,71.28816614
Galnt18,NC_051063.1,93317406..93635184,0.262602669,0.206152918,0.185516544,0.634994684,0.166016721
LOC119087566,NC_051063.1,complement(93778554..93821877),0.145714113,0,0,0,0
Zbed5,NC_051063.1,93986057..94032352,2.940229226,2.488186381,2.249507626,2.261533232,2.512513496
Eif4g2,NC_051063.1,94036414..94046240,1003.716052,1105.462495,1055.458813,1027.958297,1151.6207
LOC114697607,NC_051063.1,94042001..94042187,0.818180845,0.401439104,0.919555995,1.622929262,1.293129481
Ctr9,NC_051063.1,complement(94063449..94090557),29.27155424,32.87018711,31.00698484,41.25340842,33.18616221
Irag1,NC_051063.1,94133057..94241482,20.17900547,28.98357286,26.84033745,40.89019965,34.79498796
Lyve1,NC_051063.1,94247584..94260331,0.057110794,0.098074615,0.04814025,0.094403313,0
Rnf141,NC_051063.1,94267762..94300958,19.49973188,32.64354126,22.43995418,36.95308871,27.60543798
Ampd3,NC_051063.1,complement(94299661..94346025),4.831366301,18.17706363,11.64641767,11.21314019,14.27364207
LOC119087567,NC_051063.1,94437375..94442578,0.026544035,0,0.029832924,0.052652285,0.055936899
Adm,NC_051063.1,complement(94492351..94494530),57.17190654,360.2440798,165.9938489,156.7375807,148.5888596
Sbf2,NC_051063.1,94504992..94857123,24.08587721,31.08043714,27.75175101,31.09488486,28.95882701
LOC119089175,NC_051063.1,complement(94763848..94777109),0,0.165837509,0.031656291,0.111740711,0.059355722
Trnaa-agc_6,NC_051063.1,complement(94833252..94833328),0,0,0,0,0
Swap70,NC_051063.1,complement(94881618..94946741),75.41745234,53.18941629,43.89237812,58.34476155,67.89971161
LOC119089178,NC_051063.1,94886138..94890741,0.2752303,0.360110134,0.269674217,0.186646846,0.289999794
LOC119089180,NC_051063.1,complement(95021877..95028319),0,0,0.202779447,0,0.443581366
Wee1,NC_051063.1,complement(95039730..95058354),18.94409352,29.07596856,25.67782344,26.95583763,27.56230146
Znf143,NC_051063.1,complement(95085724..95124250),10.70552663,13.45383431,12.73523243,12.608457,11.86098267
Ipo7,NC_051063.1,complement(95129942..95172177),86.04507083,101.1967003,88.78269627,85.19490973,91.44951203
LOC114710469,NC_051063.1,complement(95141826..95142009),0.623640563,1.121956845,0.817730161,0.274898344,0.328553279
Tmem41b,NC_051063.1,95224419..95251205,49.50084403,53.80906992,59.18783786,74.10606308,59.78263341
Dennd5a,NC_051063.1,95265803..95338179,99.43921231,111.4781556,110.5523324,137.644816,118.5789085
Scube2,NC_051063.1,95370924..95437071,0.093793676,0.07889094,0.351383348,0.02362508,0.075296657
Nrip3,NC_051063.1,95452668..95477407,13.2648637,10.06922303,14.26208725,34.47924778,21.7787931
Tmem9b,NC_051063.1,95482071..95498591,74.76224986,66.84856052,68.6308915,83.54566164,75.57573047
Ascl3,NC_051063.1,95505012..95505699,0,0.054556041,0,0,0
C1H11orf16,NC_051063.1,95508622..95516981,0.249673332,0.073501089,0,0.412706391,0.368299933
Akip1,NC_051063.1,complement(95521166..95532303),105.2664038,82.80695263,103.8018493,107.9206976,100.4787731
Dennd2b,NC_051063.1,95563082..95723150,38.90300252,37.47962764,45.607043,46.67872221,44.76530406
Rpl27a,NC_051063.1,complement(95728775..95731293),2639.354507,2464.217561,2260.766369,1757.201791,2113.539063
LOC114710470,NC_051063.1,complement(95729060..95729190),0,0,0,0,0
LOC114710471,NC_051063.1,complement(95730126..95730254),0,0.581931105,0,0,0
Trim66,NC_051063.1,95733352..95802445,1.221987236,0.522110153,0.698744953,0.793795932,1.002121539
Stk33,NC_051063.1,95818727..95999788,0,0,0,0,0
LOC114710432,NC_051063.1,95883214..95888749,6.91E-03,0,0.015536409,0,0
Lmo1,NC_051063.1,96113070..96150221,0,0,2.280506149,0.260315455,0.095730488
Ric3,NC_051063.1,96204800..96257911,0.265932476,0.369691458,0.367376206,0.278402263,0.15177664
Tub,NC_051063.1,complement(96259908..96342975),0,0,0.086309916,8.12E-03,0.012946526
Eif3f,NC_051063.1,complement(96351797..96361966),262.0796163,246.3656391,225.452399,220.3001849,225.3938674
Nlrp10,NC_051063.1,96365175..96371669,0.274805499,0.218647901,0.116863961,0.333934765,0.172166171
LOC114710453,NC_051063.1,96396708..96397691,0,0,0,0,0
LOC114710466,NC_051063.1,96421416..96422366,0,0,0,0,0
LOC114710454,NC_051063.1,96436495..96437517,0,0,0,0,0
LOC114710429,NC_051063.1,complement(96494280..96496224),0,0,0.022102438,0,0
LOC114710441,NC_051063.1,complement(96523469..96524425),0,0,0,0,0
LOC114710449,NC_051063.1,96533697..96534735,0,0,0,0,0
LOC114710447,NC_051063.1,complement(96554190..96555134),0,0,0,0,0
LOC114710450,NC_051063.1,complement(96584807..96585795),0,0,0,0,0
LOC114710448,NC_051063.1,complement(96600888..96601829),0,0,0,0,0
LOC114710446,NC_051063.1,complement(96628049..96628994),0,0,0,0,0
LOC114688032,NC_051063.1,complement(96658830..96659948),0,0,0,0,0
LOC114689284,NC_051063.1,complement(96699401..96700346),0,0,0,0,0
LOC114689282,NC_051063.1,96706730..96706954,0,0,0,0,0
LOC114689285,NC_051063.1,complement(96716059..96717024),0,0,0,0,0
LOC114688687,NC_051063.1,96721284..96722228,0,0,0,0,0
LOC114688689,NC_051063.1,96764472..96765416,0,0,0,0,0
LOC114710256,NC_051063.1,complement(96804697..96805635),0,0,0,0,0
LOC114710271,NC_051063.1,96839888..96850309,0,0,0,0,0
LOC114710257,NC_051063.1,96855386..96856318,0,0,0,0,0
LOC114710245,NC_051063.1,complement(96871015..96871980),0,0,0,0,0
LOC114710251,NC_051063.1,96889867..96890812,0,0,0,0,0
LOC119087580,NC_051063.1,96911459..96912403,0,0,0,0,0
LOC114710252,NC_051063.1,complement(96918230..96919167),0,0,0,0,0
LOC114685280,NC_051063.1,complement(96956647..96957591),0,0,0,0,0
LOC114685283,NC_051063.1,complement(96991661..96992593),0,0,0,0,0
LOC114685278,NC_051063.1,complement(96997737..97014431),0,0,0,0,0
LOC114685279,NC_051063.1,complement(97025228..97042360),0,0,0,0,0
LOC114685287,NC_051063.1,97032671..97032777,0,0.350790245,0,0,0
LOC114710235,NC_051063.1,97062932..97104569,6.932804257,3.965159678,2.418144906,0.794188021,1.879965832
LOC114710253,NC_051063.1,complement(97106653..97114823),0,0,0.089828269,0,0.04812243
Ovch2,NC_051063.1,97145049..97166059,0,0,0,0,0
LOC114685274,NC_051063.1,97190356..97197695,0.071562123,0.105335518,0.100536115,0,0
LOC114685273,NC_051063.1,complement(97199751..97362034),5.143609337,4.20063819,3.942687851,1.305179399,1.438102859
Olfml1,NC_051063.1,complement(97363966..97390136),0.993505312,2.215735317,0.482169783,0.059718176,0.672105447
Syt9,NC_051063.1,complement(97408359..97583591),1.045498757,0.613064419,1.304007031,0,0.282117748
LOC114710283,NC_051063.1,97665073..97678417,0.036359272,0,0,0,0.019155198
